State,Year,VicAge_Count,VicAge_Mean,VicAge_Min,VicAge_Max,Incidents,N/A Age
Ohio,1991,727,30.711141678129298,0.0,93.0,738,11
Ohio,1992,683,31.31918008784773,0.0,92.0,686,3
Ohio,1993,627,29.671451355661883,0.0,99.0,631,4
Ohio,1994,621,31.075684380032207,0.0,88.0,623,2
Ohio,1995,544,31.823529411764707,0.0,86.0,553,9
Ohio,1996,495,30.733333333333334,0.0,92.0,496,1
Ohio,1997,376,32.047872340425535,0.0,86.0,380,4
Ohio,1998,373,31.77479892761394,0.0,86.0,377,4
Ohio,1999,369,33.547425474254744,0.0,98.0,372,3
Ohio,2000,366,33.84426229508197,0.0,86.0,372,6
Ohio,2001,446,32.374439461883405,0.0,88.0,452,6
Ohio,2002,494,32.534412955465584,0.0,89.0,504,10
Ohio,2003,484,33.599173553719005,0.0,89.0,497,13
Ohio,2004,470,33.09574468085106,0.0,99.0,495,25
Ohio,2005,549,32.3551912568306,0.0,86.0,565,16
Ohio,2006,507,32.42011834319526,0.0,88.0,526,19
Ohio,2007,489,31.971370143149283,0.0,87.0,505,16
Ohio,2008,479,31.887265135699373,0.0,90.0,487,8
Ohio,2009,509,34.644400785854614,0.0,99.0,520,11
Ohio,2010,470,33.18936170212766,0.0,99.0,481,11
Ohio,2011,498,32.700803212851405,0.0,91.0,499,1
Ohio,2012,471,32.723991507430995,0.0,87.0,475,4
Ohio,2013,469,32.18123667377399,0.0,99.0,474,5
Ohio,2014,454,32.980176211453745,0.0,97.0,455,1
Ohio,2015,496,32.34475806451613,0.0,94.0,506,10
Ohio,2016,647,33.03400309119011,0.0,89.0,653,6
Ohio,2017,705,33.05106382978723,0.0,90.0,713,8
Ohio,2018,556,34.6636690647482,0.0,99.0,563,7
Ohio,2019,526,32.70912547528517,0.0,90.0,532,6
Ohio,2020,785,32.26369426751592,0.0,99.0,787,2
Ohio,2021,814,32.62162162162162,0.0,91.0,825,11
Oklahoma,1976,198,33.93434343434343,0.0,82.0,204,6
Oklahoma,1977,216,33.824074074074076,0.0,83.0,216,0
Oklahoma,1978,252,33.09920634920635,0.0,76.0,253,1
Oklahoma,1979,309,36.3915857605178,0.0,87.0,311,2
Oklahoma,1980,319,33.30407523510972,0.0,89.0,320,1
Oklahoma,1981,316,34.80696202531646,0.0,89.0,316,0
Oklahoma,1982,374,33.783422459893046,0.0,89.0,378,4
Oklahoma,1983,271,33.95571955719557,0.0,92.0,272,1
Oklahoma,1984,263,33.57794676806083,0.0,90.0,264,1
Oklahoma,1985,281,33.338078291814945,0.0,95.0,283,2
Oklahoma,1986,284,35.88732394366197,0.0,93.0,285,1
Oklahoma,1987,268,34.667910447761194,0.0,92.0,268,0
Oklahoma,1988,264,36.333333333333336,0.0,92.0,265,1
Oklahoma,1989,239,35.40167364016737,0.0,86.0,240,1
Oklahoma,1990,271,33.981549815498155,0.0,87.0,272,1
Oklahoma,1991,244,31.540983606557376,0.0,88.0,246,2
Oklahoma,1992,221,34.85067873303167,0.0,90.0,221,0
Oklahoma,1993,301,32.83056478405316,0.0,88.0,301,0
Oklahoma,1994,259,32.189189189189186,0.0,83.0,259,0
Oklahoma,1995,414,36.23671497584541,0.0,97.0,416,2
Oklahoma,1996,235,33.30212765957447,0.0,85.0,235,0
Oklahoma,1997,248,31.508064516129032,0.0,89.0,249,1
Oklahoma,1998,215,33.57209302325582,0.0,87.0,215,0
Oklahoma,1999,254,35.425196850393704,0.0,91.0,254,0
Oklahoma,2000,202,34.93069306930693,0.0,90.0,202,0
Oklahoma,2001,215,33.47441860465116,0.0,92.0,215,0
Oklahoma,2002,186,34.27956989247312,0.0,77.0,186,0
Oklahoma,2003,232,32.82327586206897,0.0,87.0,232,0
Oklahoma,2004,205,35.385365853658534,0.0,94.0,205,0
Oklahoma,2005,201,33.89054726368159,0.0,86.0,201,0
Oklahoma,2006,219,33.06392694063927,0.0,96.0,223,4
Oklahoma,2007,251,32.625498007968126,0.0,87.0,253,2
Oklahoma,2008,231,34.58008658008658,0.0,91.0,231,0
Oklahoma,2009,245,31.804081632653062,0.0,85.0,246,1
Oklahoma,2010,208,30.634615384615383,0.0,71.0,209,1
Oklahoma,2011,224,35.473214285714285,0.0,87.0,227,3
Oklahoma,2012,238,34.78151260504202,0.0,89.0,239,1
Oklahoma,2013,216,34.96296296296296,0.0,94.0,216,0
Oklahoma,2014,196,35.224489795918366,0.0,96.0,199,3
Oklahoma,2015,273,33.58974358974359,0.0,95.0,275,2
Oklahoma,2016,262,34.95038167938932,0.0,91.0,269,7
Oklahoma,2017,277,34.20216606498195,0.0,84.0,283,6
Oklahoma,2018,231,35.67965367965368,0.0,84.0,232,1
Oklahoma,2019,291,37.103092783505154,0.0,87.0,298,7
Oklahoma,2020,359,36.949860724233986,0.0,90.0,363,4
Oklahoma,2021,343,37.011661807580175,0.0,86.0,345,2
Oregan,1976,98,38.09183673469388,0.0,92.0,98,0
Oregan,1977,106,35.87735849056604,0.0,83.0,106,0
Oregan,1978,120,34.291666666666664,0.0,78.0,121,1
Oregan,1979,112,32.785714285714285,0.0,79.0,112,0
Oregan,1980,140,32.40714285714286,0.0,83.0,141,1
Oregan,1981,118,33.652542372881356,0.0,84.0,118,0
Oregan,1982,143,35.41258741258741,0.0,86.0,143,0
Oregan,1983,112,32.964285714285715,0.0,71.0,113,1
Oregan,1984,147,34.5578231292517,0.0,94.0,147,0
Oregan,1985,133,35.61654135338346,0.0,77.0,133,0
Oregan,1986,184,36.27717391304348,0.0,91.0,184,0
Oregan,1987,164,32.73780487804878,0.0,93.0,166,2
Oregan,1988,160,37.01875,0.0,88.0,161,1
Oregan,1989,148,34.0945945945946,0.0,87.0,148,0
Oregan,1990,124,32.354838709677416,0.0,81.0,125,1
Oregan,1991,161,32.24223602484472,0.0,85.0,163,2
Oregan,1992,162,33.15432098765432,0.0,86.0,163,1
Oregan,1993,153,34.908496732026144,0.0,99.0,154,1
Oregan,1994,177,35.42372881355932,0.0,95.0,178,1
Oregan,1995,146,29.91780821917808,0.0,84.0,146,0
Oregan,1996,139,32.07194244604317,0.0,89.0,139,0
Oregan,1997,113,32.849557522123895,0.0,83.0,113,0
Oregan,1998,138,34.81884057971015,0.0,94.0,140,2
Oregan,1999,95,32.28421052631579,1.0,73.0,95,0
Oregan,2000,71,33.57746478873239,0.0,79.0,71,0
Oregan,2001,101,36.524752475247524,0.0,95.0,102,1
Oregan,2002,76,32.56578947368421,1.0,79.0,76,0
Oregan,2003,78,34.756410256410255,0.0,87.0,78,0
Oregan,2004,105,33.666666666666664,0.0,83.0,105,0
Oregan,2005,96,36.979166666666664,0.0,89.0,97,1
Oregan,2006,105,34.75238095238095,0.0,89.0,107,2
Oregan,2007,82,36.52439024390244,0.0,82.0,82,0
Oregan,2008,90,36.1,0.0,86.0,92,2
Oregan,2009,98,36.48979591836735,0.0,93.0,98,0
Oregan,2010,93,37.03225806451613,0.0,88.0,93,0
Oregan,2011,92,34.92391304347826,0.0,92.0,92,0
Oregan,2012,94,38.41489361702128,1.0,83.0,97,3
Oregan,2013,85,37.07058823529412,0.0,83.0,85,0
Oregan,2014,83,38.87951807228916,0.0,79.0,84,1
Oregan,2015,83,44.24096385542169,1.0,92.0,85,2
Oregan,2016,111,41.2972972972973,0.0,93.0,111,0
Oregan,2017,128,37.546875,0.0,93.0,131,3
Oregan,2018,114,41.35964912280702,0.0,89.0,115,1
Oregan,2019,147,40.64625850340136,0.0,92.0,148,1
Oregan,2020,173,34.716763005780344,0.0,90.0,173,0
Oregan,2021,241,37.39004149377593,0.0,91.0,241,0
Pennsylvania,1976,737,34.0325644504749,0.0,94.0,739,2
Pennsylvania,1977,685,34.2992700729927,0.0,94.0,687,2
Pennsylvania,1978,760,34.03815789473684,0.0,87.0,760,0
Pennsylvania,1979,754,33.92307692307692,0.0,99.0,755,1
Pennsylvania,1980,843,33.76986951364176,0.0,94.0,844,1
Pennsylvania,1981,759,34.0,0.0,94.0,759,0
Pennsylvania,1982,703,34.90184921763869,0.0,94.0,704,1
Pennsylvania,1983,610,34.350819672131145,0.0,92.0,613,3
Pennsylvania,1984,560,33.598214285714285,0.0,93.0,561,1
Pennsylvania,1985,581,36.81239242685026,0.0,92.0,581,0
Pennsylvania,1986,559,34.94275491949911,0.0,97.0,560,1
Pennsylvania,1987,519,32.48940269749518,0.0,92.0,524,5
Pennsylvania,1988,570,32.62456140350877,0.0,90.0,572,2
Pennsylvania,1989,741,31.831309041835357,0.0,93.0,745,4
Pennsylvania,1990,781,31.732394366197184,0.0,88.0,784,3
Pennsylvania,1991,733,33.165075034106415,0.0,90.0,733,0
Pennsylvania,1992,768,31.311197916666668,0.0,90.0,772,4
Pennsylvania,1993,833,30.746698679471788,0.0,99.0,834,1
Pennsylvania,1994,734,31.837874659400544,0.0,86.0,734,0
Pennsylvania,1995,722,32.64265927977839,0.0,93.0,725,3
Pennsylvania,1996,703,30.559032716927454,0.0,89.0,703,0
Pennsylvania,1997,739,30.254397834912044,0.0,90.0,739,0
Pennsylvania,1998,628,31.269108280254777,0.0,91.0,628,0
Pennsylvania,1999,596,30.609060402684563,0.0,89.0,596,0
Pennsylvania,2000,604,30.46523178807947,0.0,91.0,604,0
Pennsylvania,2001,649,31.62095531587057,0.0,87.0,657,8
Pennsylvania,2002,620,31.54193548387097,0.0,86.0,625,5
Pennsylvania,2003,655,31.712977099236642,0.0,89.0,661,6
Pennsylvania,2004,691,31.900144717800288,0.0,86.0,696,5
Pennsylvania,2005,780,31.56282051282051,0.0,94.0,785,5
Pennsylvania,2006,782,30.474424552429667,0.0,83.0,790,8
Pennsylvania,2007,785,31.542675159235667,0.0,87.0,794,9
Pennsylvania,2008,741,32.7085020242915,0.0,91.0,749,8
Pennsylvania,2009,736,32.92527173913044,0.0,97.0,741,5
Pennsylvania,2010,691,32.26483357452967,0.0,90.0,699,8
Pennsylvania,2011,683,31.219619326500734,0.0,93.0,689,6
Pennsylvania,2012,765,32.1764705882353,0.0,95.0,766,1
Pennsylvania,2013,666,33.3948948948949,0.0,97.0,667,1
Pennsylvania,2014,643,33.14618973561431,0.0,92.0,646,3
Pennsylvania,2015,699,32.486409155937054,0.0,95.0,705,6
Pennsylvania,2016,721,33.19001386962552,0.0,95.0,734,13
Pennsylvania,2017,800,32.27375,0.0,91.0,809,9
Pennsylvania,2018,840,33.858333333333334,0.0,97.0,845,5
Pennsylvania,2019,581,32.68674698795181,0.0,97.0,584,3
Pennsylvania,2020,271,30.210332103321033,1.0,79.0,272,1
Pennsylvania,2021,568,32.019366197183096,0.0,89.0,569,1
Rhode Island,1976,24,30.916666666666668,9.0,73.0,24,0
Rhode Island,1977,33,30.363636363636363,0.0,82.0,33,0
Rhode Island,1978,36,33.52777777777778,0.0,61.0,36,0
Rhode Island,1979,31,29.93548387096774,9.0,58.0,31,0
Rhode Island,1980,43,35.93023255813954,0.0,86.0,43,0
Rhode Island,1981,41,34.02439024390244,3.0,74.0,42,1
Rhode Island,1982,36,33.77777777777778,17.0,85.0,36,0
Rhode Island,1983,32,29.4375,0.0,53.0,32,0
Rhode Island,1984,32,30.375,0.0,83.0,32,0
Rhode Island,1985,35,34.08571428571429,0.0,89.0,36,1
Rhode Island,1986,34,33.911764705882355,0.0,82.0,34,0
Rhode Island,1987,41,33.146341463414636,6.0,75.0,41,0
Rhode Island,1988,40,31.95,0.0,83.0,41,1
Rhode Island,1989,47,31.595744680851062,5.0,62.0,51,4
Rhode Island,1990,46,35.15217391304348,1.0,87.0,48,2
Rhode Island,1991,37,29.16216216216216,2.0,73.0,38,1
Rhode Island,1992,37,30.72972972972973,0.0,76.0,37,0
Rhode Island,1993,40,27.5,0.0,64.0,41,1
Rhode Island,1994,42,30.714285714285715,0.0,74.0,44,2
Rhode Island,1995,32,24.3125,0.0,53.0,32,0
Rhode Island,1996,25,29.16,0.0,75.0,25,0
Rhode Island,1997,27,30.037037037037038,0.0,79.0,27,0
Rhode Island,1998,25,26.4,0.0,43.0,25,0
Rhode Island,1999,36,30.13888888888889,2.0,73.0,36,0
Rhode Island,2000,45,27.08888888888889,0.0,50.0,45,0
Rhode Island,2001,35,34.114285714285714,2.0,94.0,40,5
Rhode Island,2002,39,32.05128205128205,12.0,76.0,41,2
Rhode Island,2003,24,32.333333333333336,14.0,81.0,25,1
Rhode Island,2004,30,34.8,3.0,79.0,30,0
Rhode Island,2005,33,34.09090909090909,3.0,93.0,34,1
Rhode Island,2006,28,35.107142857142854,0.0,95.0,28,0
Rhode Island,2007,19,33.578947368421055,17.0,76.0,19,0
Rhode Island,2008,31,33.61290322580645,16.0,63.0,31,0
Rhode Island,2009,32,28.84375,6.0,57.0,32,0
Rhode Island,2010,29,33.10344827586207,18.0,83.0,30,1
Rhode Island,2011,20,31.35,14.0,71.0,20,0
Rhode Island,2012,36,33.80555555555556,0.0,61.0,37,1
Rhode Island,2013,31,38.806451612903224,10.0,78.0,31,0
Rhode Island,2014,27,35.148148148148145,17.0,78.0,27,0
Rhode Island,2015,30,39.5,0.0,85.0,31,1
Rhode Island,2016,30,42.13333333333333,0.0,81.0,31,1
Rhode Island,2017,21,33.333333333333336,0.0,69.0,21,0
Rhode Island,2018,17,36.411764705882355,15.0,67.0,17,0
Rhode Island,2019,26,35.11538461538461,0.0,70.0,26,0
Rhode Island,2020,32,33.0,19.0,62.0,32,0
Rhode Island,2021,40,32.35,2.0,74.0,40,0
South Carolina,1976,339,36.18879056047198,0.0,85.0,344,5
South Carolina,1977,367,36.11716621253406,0.0,85.0,373,6
South Carolina,1978,353,36.63739376770538,0.0,93.0,355,2
South Carolina,1979,390,35.76923076923077,0.0,89.0,391,1
South Carolina,1980,364,36.78021978021978,1.0,85.0,367,3
South Carolina,1981,334,35.955089820359284,0.0,81.0,336,2
South Carolina,1982,368,36.02173913043478,0.0,82.0,368,0
South Carolina,1983,332,38.18072289156626,0.0,86.0,333,1
South Carolina,1984,319,37.10344827586207,0.0,93.0,319,0
South Carolina,1985,323,34.188854489164086,0.0,90.0,323,0
South Carolina,1986,322,33.28260869565217,0.0,96.0,322,0
South Carolina,1987,324,34.56481481481482,0.0,86.0,326,2
South Carolina,1988,345,34.426086956521736,0.0,94.0,345,0
South Carolina,1989,334,34.18562874251497,0.0,82.0,336,2
South Carolina,1990,422,36.31042654028436,0.0,99.0,422,0
South Carolina,1991,382,32.638743455497384,0.0,86.0,382,0
South Carolina,1992,370,34.33513513513513,0.0,98.0,371,1
South Carolina,1993,391,33.186700767263424,0.0,99.0,392,1
South Carolina,1994,364,33.395604395604394,0.0,91.0,364,0
South Carolina,1995,301,35.77408637873754,0.0,99.0,301,0
South Carolina,1996,346,35.0606936416185,0.0,86.0,346,0
South Carolina,1997,323,34.811145510835914,0.0,93.0,324,1
South Carolina,1998,308,34.36363636363637,0.0,85.0,310,2
South Carolina,1999,276,32.5,0.0,86.0,278,2
South Carolina,2000,285,32.217543859649126,0.0,76.0,288,3
South Carolina,2001,332,34.49096385542169,0.0,86.0,333,1
South Carolina,2002,306,34.3235294117647,0.0,93.0,311,5
South Carolina,2003,307,32.79478827361564,0.0,81.0,308,1
South Carolina,2004,293,34.184300341296925,0.0,93.0,293,0
South Carolina,2005,321,35.77258566978193,0.0,89.0,321,0
South Carolina,2006,373,34.21983914209115,0.0,89.0,373,0
South Carolina,2007,363,33.66942148760331,0.0,84.0,369,6
South Carolina,2008,309,35.323624595469255,0.0,90.0,318,9
South Carolina,2009,312,34.30448717948718,0.0,83.0,315,3
South Carolina,2010,277,35.94584837545126,0.0,91.0,278,1
South Carolina,2011,332,34.596385542168676,0.0,89.0,334,2
South Carolina,2012,347,36.35446685878963,0.0,87.0,349,2
South Carolina,2013,315,35.41269841269841,0.0,99.0,318,3
South Carolina,2014,333,34.51651651651652,0.0,92.0,336,3
South Carolina,2015,424,35.905660377358494,0.0,87.0,428,4
South Carolina,2016,381,36.24409448818898,0.0,82.0,387,6
South Carolina,2017,402,34.450248756218905,0.0,87.0,409,7
South Carolina,2018,410,33.08048780487805,0.0,82.0,417,7
South Carolina,2019,488,33.084016393442624,0.0,99.0,490,2
South Carolina,2020,571,32.8108581436077,0.0,93.0,575,4
South Carolina,2021,603,33.02985074626866,0.0,94.0,605,2
South Dakota,1976,10,30.7,0.0,78.0,10,0
South Dakota,1977,12,35.833333333333336,1.0,82.0,12,0
South Dakota,1978,9,35.888888888888886,0.0,74.0,9,0
South Dakota,1979,10,47.5,20.0,75.0,10,0
South Dakota,1980,5,26.8,15.0,44.0,5,0
South Dakota,1981,10,25.3,0.0,50.0,10,0
South Dakota,1982,16,30.375,3.0,53.0,16,0
South Dakota,1983,11,41.36363636363637,26.0,61.0,11,0
South Dakota,1984,10,37.1,25.0,65.0,10,0
South Dakota,1985,8,31.5,18.0,48.0,9,1
South Dakota,1986,18,36.27777777777778,9.0,92.0,18,0
South Dakota,1987,10,25.0,0.0,72.0,11,1
South Dakota,1988,13,27.53846153846154,0.0,80.0,13,0
South Dakota,1989,8,47.0,0.0,83.0,8,0
South Dakota,1990,14,28.5,0.0,85.0,14,0
South Dakota,1991,12,27.166666666666668,11.0,44.0,12,0
South Dakota,1992,6,41.166666666666664,22.0,80.0,6,0
South Dakota,1993,21,21.666666666666668,1.0,67.0,21,0
South Dakota,1994,9,29.555555555555557,4.0,60.0,9,0
South Dakota,1995,12,32.166666666666664,14.0,53.0,13,1
South Dakota,1996,6,27.5,0.0,67.0,6,0
South Dakota,1997,5,41.0,27.0,60.0,5,0
South Dakota,1998,6,35.0,16.0,74.0,6,0
South Dakota,1999,13,26.615384615384617,0.0,64.0,14,1
South Dakota,2000,7,17.571428571428573,0.0,41.0,8,1
South Dakota,2001,10,27.7,15.0,53.0,10,0
South Dakota,2002,12,33.5,1.0,59.0,12,0
South Dakota,2003,11,27.363636363636363,0.0,54.0,11,0
South Dakota,2004,16,39.375,18.0,80.0,16,0
South Dakota,2005,15,37.8,2.0,81.0,15,0
South Dakota,2006,11,39.27272727272727,0.0,55.0,11,0
South Dakota,2007,13,30.692307692307693,0.0,82.0,15,2
South Dakota,2008,22,44.72727272727273,1.0,85.0,24,2
South Dakota,2009,17,29.0,16.0,45.0,18,1
South Dakota,2010,17,31.352941176470587,0.0,65.0,17,0
South Dakota,2011,19,33.31578947368421,0.0,75.0,19,0
South Dakota,2012,12,33.0,1.0,73.0,16,4
South Dakota,2013,13,22.923076923076923,1.0,50.0,13,0
South Dakota,2014,20,39.4,0.0,74.0,20,0
South Dakota,2015,30,29.6,0.0,61.0,30,0
South Dakota,2016,24,35.291666666666664,0.0,77.0,24,0
South Dakota,2017,26,31.346153846153847,0.0,64.0,26,0
South Dakota,2018,23,30.782608695652176,1.0,77.0,23,0
South Dakota,2019,34,36.05882352941177,0.0,79.0,34,0
South Dakota,2020,65,30.446153846153845,0.0,71.0,65,0
South Dakota,2021,46,42.130434782608695,0.0,91.0,46,0
Tennessee,1976,370,35.73243243243243,3.0,86.0,377,7
Tennessee,1977,312,35.8974358974359,0.0,83.0,314,2
Tennessee,1978,406,35.960591133004925,0.0,87.0,410,4
Tennessee,1979,432,37.048611111111114,0.0,99.0,439,7
Tennessee,1980,485,36.22268041237113,2.0,94.0,497,12
Tennessee,1981,417,35.44124700239808,0.0,90.0,426,9
Tennessee,1982,407,37.27272727272727,0.0,92.0,418,11
Tennessee,1983,383,36.331592689295036,0.0,98.0,393,10
Tennessee,1984,341,36.10263929618768,0.0,90.0,343,2
Tennessee,1985,380,35.636842105263156,0.0,82.0,387,7
Tennessee,1986,447,34.13646532438479,4.0,91.0,454,7
Tennessee,1987,398,34.379396984924625,0.0,90.0,404,6
Tennessee,1988,399,34.59649122807018,0.0,89.0,407,8
Tennessee,1989,368,34.45108695652174,0.0,88.0,371,3
Tennessee,1990,429,33.27505827505828,1.0,87.0,433,4
Tennessee,1991,397,33.46599496221663,0.0,84.0,401,4
Tennessee,1992,461,32.88503253796095,0.0,99.0,468,7
Tennessee,1993,460,32.893478260869564,0.0,92.0,468,8
Tennessee,1994,441,31.430839002267575,0.0,87.0,449,8
Tennessee,1995,467,32.54175588865096,0.0,90.0,473,6
Tennessee,1996,418,32.09569377990431,0.0,85.0,423,5
Tennessee,1997,429,33.05128205128205,0.0,85.0,439,10
Tennessee,1998,412,33.35436893203884,0.0,87.0,436,24
Tennessee,1999,391,33.214833759590796,0.0,87.0,411,20
Tennessee,2000,399,32.87468671679198,0.0,88.0,435,36
Tennessee,2001,402,35.20398009950249,0.0,90.0,444,42
Tennessee,2002,428,34.600467289719624,0.0,93.0,457,29
Tennessee,2003,416,35.07451923076923,0.0,99.0,426,10
Tennessee,2004,367,34.32970027247956,0.0,84.0,382,15
Tennessee,2005,447,33.758389261744966,0.0,94.0,463,16
Tennessee,2006,437,34.860411899313505,0.0,90.0,444,7
Tennessee,2007,437,33.496567505720826,0.0,86.0,445,8
Tennessee,2008,434,34.154377880184335,0.0,99.0,436,2
Tennessee,2009,478,34.04602510460251,0.0,83.0,486,8
Tennessee,2010,396,36.64646464646464,0.0,98.0,397,1
Tennessee,2011,419,35.15035799522673,0.0,91.0,421,2
Tennessee,2012,438,34.37442922374429,0.0,79.0,440,2
Tennessee,2013,363,33.69421487603306,0.0,80.0,363,0
Tennessee,2014,414,34.14251207729468,0.0,87.0,414,0
Tennessee,2015,450,34.06444444444445,0.0,86.0,451,1
Tennessee,2016,535,33.685981308411215,0.0,83.0,535,0
Tennessee,2017,593,33.20573355817875,0.0,88.0,596,3
Tennessee,2018,543,33.300184162062614,0.0,97.0,546,3
Tennessee,2019,565,33.60353982300885,0.0,88.0,566,1
Tennessee,2020,745,32.73422818791946,0.0,86.0,747,2
Tennessee,2021,757,33.19022457067371,0.0,84.0,760,3
Texas,1976,1462,33.913816689466486,0.0,99.0,1490,28
Texas,1977,1697,33.824985268120216,0.0,87.0,1742,45
Texas,1978,1842,33.56731813246471,0.0,87.0,1883,41
Texas,1979,2198,33.800272975432215,0.0,93.0,2290,92
Texas,1980,2314,32.80466724286949,0.0,98.0,2402,88
Texas,1981,2205,32.76326530612245,0.0,89.0,2293,88
Texas,1982,1787,33.95635142697258,0.0,95.0,1848,61
Texas,1983,2273,33.73075230972283,0.0,97.0,2352,79
Texas,1984,2103,33.392296718972894,0.0,94.0,2208,105
Texas,1985,2146,32.36160298229264,0.0,95.0,2248,102
Texas,1986,2235,33.03624161073825,0.0,96.0,2347,112
Texas,1987,1960,33.280102040816324,0.0,95.0,2039,79
Texas,1988,1934,33.664943123061015,0.0,99.0,2009,75
Texas,1989,2082,32.89865513928915,0.0,94.0,2142,60
Texas,1990,2408,32.43770764119601,0.0,90.0,2485,77
Texas,1991,2687,32.249348716040195,0.0,96.0,2768,81
Texas,1992,2287,31.685614341932663,0.0,94.0,2359,72
Texas,1993,2213,31.382738364211477,0.0,92.0,2271,58
Texas,1994,2066,31.600677637947726,0.0,90.0,2121,55
Texas,1995,1694,30.638724911452183,0.0,99.0,1733,39
Texas,1996,1516,32.29683377308707,0.0,91.0,1549,33
Texas,1997,1377,32.155410312273055,0.0,92.0,1428,51
Texas,1998,1416,31.73446327683616,0.0,92.0,1448,32
Texas,1999,1234,32.00729335494327,0.0,98.0,1268,34
Texas,2000,1273,32.29143754909662,0.0,95.0,1308,35
Texas,2001,1355,31.783025830258303,0.0,96.0,1387,32
Texas,2002,1348,32.56899109792285,0.0,95.0,1383,35
Texas,2003,1488,32.50067204301075,0.0,95.0,1510,22
Texas,2004,1405,33.27829181494662,0.0,89.0,1431,26
Texas,2005,1455,32.78625429553264,0.0,90.0,1480,25
Texas,2006,1436,32.41713091922006,0.0,99.0,1464,28
Texas,2007,1509,32.47316103379722,0.0,94.0,1533,24
Texas,2008,1457,32.89773507206589,0.0,96.0,1478,21
Texas,2009,1452,33.984848484848484,0.0,97.0,1470,18
Texas,2010,1357,33.49815770081061,0.0,92.0,1363,6
Texas,2011,1208,33.59685430463576,0.0,97.0,1217,9
Texas,2012,1252,34.0814696485623,0.0,89.0,1267,15
Texas,2013,1256,35.64570063694268,0.0,86.0,1272,16
Texas,2014,1314,33.93074581430746,0.0,93.0,1324,10
Texas,2015,1424,34.638342696629216,0.0,96.0,1436,12
Texas,2016,1581,34.09171410499684,0.0,99.0,1597,16
Texas,2017,1551,35.1605415860735,0.0,95.0,1581,30
Texas,2018,1437,34.72651356993737,0.0,96.0,1453,16
Texas,2019,1539,34.57115009746589,0.0,99.0,1549,10
Texas,2020,2125,33.400470588235294,0.0,93.0,2140,15
Texas,2021,2342,34.01280956447481,0.0,95.0,2365,23
Utah,1976,36,28.61111111111111,2.0,82.0,41,5
Utah,1977,36,37.111111111111114,0.0,85.0,36,0
Utah,1978,46,33.93478260869565,2.0,76.0,49,3
Utah,1979,53,31.867924528301888,0.0,96.0,54,1
Utah,1980,53,28.735849056603772,0.0,76.0,53,0
Utah,1981,54,26.85185185185185,0.0,66.0,54,0
Utah,1982,53,27.92452830188679,0.0,81.0,55,2
Utah,1983,55,23.072727272727274,0.0,79.0,56,1
Utah,1984,49,32.3469387755102,0.0,75.0,49,0
Utah,1985,49,32.57142857142857,0.0,83.0,53,4
Utah,1986,55,28.0,0.0,87.0,55,0
Utah,1987,56,31.25,0.0,69.0,56,0
Utah,1988,48,32.125,0.0,88.0,48,0
Utah,1989,46,34.32608695652174,1.0,87.0,46,0
Utah,1990,53,36.509433962264154,0.0,88.0,53,0
Utah,1991,53,25.943396226415093,0.0,79.0,55,2
Utah,1992,54,30.61111111111111,0.0,76.0,54,0
Utah,1993,68,30.705882352941178,0.0,92.0,69,1
Utah,1994,67,28.70149253731343,1.0,86.0,70,3
Utah,1995,76,31.276315789473685,1.0,78.0,78,2
Utah,1996,66,28.893939393939394,0.0,79.0,67,1
Utah,1997,75,27.733333333333334,0.0,83.0,75,0
Utah,1998,63,31.095238095238095,0.0,75.0,66,3
Utah,1999,58,30.810344827586206,1.0,78.0,58,0
Utah,2000,52,28.346153846153847,0.0,84.0,54,2
Utah,2001,79,32.70886075949367,0.0,81.0,82,3
Utah,2002,57,27.789473684210527,1.0,63.0,57,0
Utah,2003,60,32.11666666666667,0.0,77.0,61,1
Utah,2004,54,36.0,1.0,84.0,58,4
Utah,2005,57,30.42105263157895,0.0,83.0,60,3
Utah,2006,50,30.16,1.0,80.0,52,2
Utah,2007,64,32.25,0.0,76.0,65,1
Utah,2008,46,29.347826086956523,0.0,80.0,47,1
Utah,2009,40,36.975,0.0,71.0,41,1
Utah,2010,57,33.80701754385965,1.0,79.0,58,1
Utah,2011,55,35.981818181818184,0.0,83.0,55,0
Utah,2012,57,34.03508771929825,4.0,85.0,57,0
Utah,2013,51,35.64705882352941,0.0,85.0,51,0
Utah,2014,72,30.444444444444443,0.0,85.0,72,0
Utah,2015,60,30.633333333333333,0.0,82.0,61,1
Utah,2016,75,33.373333333333335,0.0,96.0,76,1
Utah,2017,81,32.30864197530864,0.0,85.0,82,1
Utah,2018,67,38.53731343283582,0.0,89.0,69,2
Utah,2019,79,32.18987341772152,0.0,80.0,79,0
Utah,2020,111,33.42342342342342,0.0,92.0,112,1
Utah,2021,97,35.50515463917526,0.0,99.0,98,1
Vermont,1976,11,34.18181818181818,14.0,74.0,12,1
Vermont,1977,2,46.5,39.0,54.0,3,1
Vermont,1978,12,39.583333333333336,1.0,83.0,12,0
Vermont,1979,5,43.2,22.0,63.0,5,0
Vermont,1980,9,41.22222222222222,12.0,84.0,9,0
Vermont,1981,9,32.0,0.0,63.0,9,0
Vermont,1982,5,46.0,23.0,77.0,5,0
Vermont,1983,6,28.166666666666668,20.0,41.0,6,0
Vermont,1984,14,41.714285714285715,16.0,67.0,14,0
Vermont,1985,15,38.13333333333333,5.0,72.0,17,2
Vermont,1986,12,27.833333333333332,0.0,67.0,12,0
